name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Papercut,79,184867,Linkin Park,Linkin Park,2000-10-24,0.00022,0.524,0.939,0.0,0.623,-3.994,0.113,150.184,4,0.661,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Papercut - Linkin Park (128).wav
One More Light,76,255067,Linkin Park,Linkin Park,2017-05-19,0.904,0.593,0.2,0.0,0.0897,-11.063,0.0311,83.966,4,0.17,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",One More Light - Linkin Park (128).wav
Leave Out All The Rest,56,209307,Linkin Park,Linkin Park,2007-05-14,0.213,0.514,0.637,2.24e-06,0.389,-6.418,0.0363,80.401,4,0.18,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Leave Out All The Rest - Linkin Park (128).wav
Esta Vida,77,209136,Marshmello,"Marshmello,Farruko",2023-04-13,0.0418,0.755,0.676,0.00176,0.204,-7.349,0.0377,123.98,4,0.461,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Elastic Heart - Sia (128).wav
Baila Baila Baila - Remix,76,235284,Ozuna,"Ozuna,Daddy Yankee,J Balvin,Farruko,Anuel AA",2019-04-25,0.0598,0.785,0.572,0.0,0.218,-7.504,0.123,100.016,4,0.49,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Baila Baila Baila (Remix) - Ozuna Daddy Yankee J Balvin F.wav
6 AM,70,243227,J Balvin,"J Balvin,Farruko",2013-09-29,0.152,0.746,0.746,0.0,0.274,-5.046,0.102,175.965,4,0.733,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",HP - Maluma (128).wav
PERO TÚ,80,183480,KAROL G,"KAROL G,Quevedo",2023-02-24,0.394,0.861,0.79,0.0,0.111,-4.561,0.291,139.845,4,0.681,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",PERO TÚ - KAROL G Quevedo (128).wav
VISTA AL MAR,81,180673,Quevedo,Quevedo,2023-01-20,0.803,0.759,0.561,0.121,0.101,-5.643,0.131,104.915,4,0.491,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",VISTA AL MAR - Quevedo (128).wav
Piel de Cordero,72,213647,Quevedo,"Quevedo,La Pantera",2021-08-07,0.46,0.827,0.541,4.42e-05,0.0948,-10.743,0.225,128.028,4,0.256,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",Piel de Cordero - Quevedo La Pantera (128).wav
No Me digas Nada,68,148386,Quevedo,Quevedo,2020-11-09,0.336,0.49,0.692,0.0,0.659,-4.291,0.274,102.16,1,0.484,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",No Me digas Nada - Quevedo (128).wav
YANKEE,77,194400,Quevedo,Quevedo,2023-01-20,0.389,0.544,0.747,6.81e-06,0.159,-4.659,0.194,123.647,5,0.476,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",YANKEE - Quevedo (128).wav
Flooded The Face,81,192727,Lil Uzi Vert,Lil Uzi Vert,2023-06-30,0.492,0.64,0.609,2.47e-06,0.152,-7.714,0.304,131.889,4,0.393,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Flooded The Face - Lil Uzi Vert (128).wav
The Way Life Goes (feat. Oh Wonder),82,221747,Lil Uzi Vert,"Lil Uzi Vert,Oh Wonder",2017-08-25,0.617,0.703,0.757,0.0,0.106,-3.612,0.05,82.008,4,0.696,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",The Way Life Goes (feat. Nicki Minaj Oh Wonder) (Remix) - L.wav
Wasted (feat. Lil Uzi Vert),77,258475,Juice WRLD,"Juice WRLD,Lil Uzi Vert",2018-12-10,0.0381,0.742,0.579,0.0,0.0952,-5.024,0.202,144.994,4,0.502,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Silly Watch - Lil Uzi Vert (128).wav
Aye (feat. Travis Scott),76,207836,Lil Uzi Vert,"Lil Uzi Vert,Travis Scott",2023-06-30,0.000713,0.777,0.604,5.64e-05,0.151,-4.452,0.0397,111.998,4,0.121,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",MY EYES - Travis Scott (128).wav
Endless Fashion (feat. Nicki Minaj),75,216704,Lil Uzi Vert,"Lil Uzi Vert,Nicki Minaj",2023-06-30,0.067,0.731,0.605,7.7e-06,0.177,-5.01,0.19,132.946,4,0.413,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Endless_Fashion_feat_Nicki_Minaj_Lil_Uzi_Vert_Nicki_Minaj.wav
Erase Your Social,74,199993,Lil Uzi Vert,Lil Uzi Vert,2016-08-10,0.694,0.705,0.609,0.0,0.234,-5.728,0.0729,140.058,4,0.718,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Erase Your Social - Lil Uzi Vert (128).wav
Sobrio,76,201181,Maluma,Maluma,2021-07-08,0.138,0.762,0.77,0.0,0.15,-2.758,0.223,177.998,4,0.631,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",1. Maluma - Sobrio (128).wav
Créeme,73,212493,KAROL G,"KAROL G,Maluma",2018-11-02,0.154,0.715,0.872,0.000146,0.11,-3.501,0.0547,96.939,4,0.682,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Créeme - KAROL G Maluma (128).wav
Chantaje (feat. Maluma),78,195840,Shakira,"Shakira,Maluma",2017-05-26,0.187,0.852,0.773,3.05e-05,0.159,-2.921,0.0776,102.034,4,0.907,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Chantaje (feat. Maluma) - Shakira Maluma (128).wav
El Perdedor,77,206693,Maluma,Maluma,2015-10-30,0.425,0.702,0.73,1.25e-06,0.148,-5.173,0.099,173.967,4,0.879,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",El Perdedor - Maluma (128).wav
HP,74,184436,Maluma,Maluma,2019-05-17,0.252,0.837,0.791,1.14e-06,0.188,-3.157,0.0773,91.98,4,0.618,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",HP - Maluma (128).wav
Mojando Asientos (feat. Feid),72,252162,Maluma,"Maluma,Feid",2022-03-24,0.0352,0.773,0.767,0.0,0.299,-4.019,0.0819,94.99,4,0.49,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Mojando Asientos (feat. Feid) - Maluma Feid (128).wav
La Fórmula,69,267017,Maluma,"Maluma,Marc Anthony",2023-02-01,0.407,0.574,0.925,0.0,0.259,-3.729,0.0648,95.738,4,0.905,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",La Fórmula - Maluma Marc Anthony (128).wav
All We Know,72,194080,The Chainsmokers,"The Chainsmokers,Phoebe Ryan",2016-09-29,0.097,0.662,0.586,0.00272,0.115,-8.821,0.0307,90.0,4,0.296,The Chainsmokers,77,20390037,['pop'],All Mine - Kanye West (128).wav
Think Of Us,71,170617,The Chainsmokers,"The Chainsmokers,GRACEY",2023-10-20,0.488,0.747,0.7,0.0,0.154,-6.563,0.0904,95.033,4,0.721,The Chainsmokers,77,20390037,['pop'],Thinking Of You - Katy Perry (128).wav
The Fall,65,196022,The Chainsmokers,"The Chainsmokers,Ship Wrek",2022-06-08,0.011,0.664,0.939,0.0142,0.167,-4.699,0.0354,121.979,4,0.285,The Chainsmokers,77,20390037,['pop'],Hammer To Fall - Queen (128).wav
Up & Down,61,154349,The Chainsmokers,"The Chainsmokers,347aidan",2023-04-21,0.01,0.728,0.796,0.000192,0.687,-5.427,0.0584,130.064,4,0.858,The Chainsmokers,77,20390037,['pop'],Hold Up - Beyoncé (128).wav
Family,61,194827,The Chainsmokers,"The Chainsmokers,Kygo",2019-12-06,0.426,0.584,0.607,0.0,0.101,-6.605,0.0356,117.817,4,0.374,The Chainsmokers,77,20390037,['pop'],Island - Miley Cyrus (128).wav
Lonely Together (feat. Rita Ora),74,181812,Avicii,"Avicii,Rita Ora",2017-08-10,0.134,0.655,0.666,2.12e-05,0.0683,-5.309,0.0612,102.977,4,0.272,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Lonely Together - Avicii Rita Ora (128).wav
Heaven,68,277262,Avicii,Avicii,2019-06-06,0.0715,0.592,0.873,0.00982,0.142,-5.65,0.0275,122.011,4,0.516,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Heaven - Avicii (128).wav
The Days,68,278480,Avicii,Avicii,2014-01-01,0.04,0.59,0.724,4.07e-05,0.142,-3.278,0.0439,127.059,4,0.526,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",The Days - Avicii (128).wav
You Make Me,68,233347,Avicii,Avicii,2013-01-01,0.00247,0.586,0.727,0.0107,0.152,-4.799,0.039,124.99,4,0.496,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",You Make Me - Avicii (128).wav
Broken Arrows,63,232760,Avicii,Avicii,2015-10-02,0.0481,0.63,0.666,0.000567,0.104,-7.186,0.045,115.973,4,0.288,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Broken Arrows - Avicii (128).wav
Be More,71,231684,Stephen Sanchez,Stephen Sanchez,2023-08-03,0.288,0.455,0.429,0.0,0.134,-7.155,0.025,98.414,3,0.128,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Bad Commando - Rema (128).wav
See The Light,65,180147,Stephen Sanchez,Stephen Sanchez,2022-08-19,0.162,0.728,0.796,9.28e-06,0.196,-5.33,0.0461,117.925,4,0.691,Stephen Sanchez,73,948319,['gen z singer-songwriter'],See The Light - Stephen Sanchez (128).wav
Lady by the Sea,63,182984,Stephen Sanchez,Stephen Sanchez,2020-12-18,0.284,0.439,0.503,5.6e-05,0.152,-10.029,0.0281,186.01,3,0.519,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Lady by the Sea - Stephen Sanchez (128).wav
Hey Girl,65,185907,Stephen Sanchez,Stephen Sanchez,2022-08-19,0.538,0.389,0.505,0.00403,0.216,-7.777,0.037,121.775,4,0.244,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Hey Girl - Stephen Sanchez (128).wav
Missing You (with Ashe),59,235811,Stephen Sanchez,"Stephen Sanchez,Ashe",2022-11-04,0.319,0.639,0.34,0.0,0.169,-12.185,0.0604,115.034,4,0.333,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Missing You - Stephen Sanchez Ashe (128).wav
Mountain Peaks,56,208400,Stephen Sanchez,Stephen Sanchez,2022-08-19,0.671,0.473,0.424,8.13e-06,0.336,-8.144,0.0355,118.073,4,0.297,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Mountain Peaks - Stephen Sanchez (128).wav
A Year Ago,79,170830,James Arthur,James Arthur,2023-05-12,0.587,0.548,0.474,0.0,0.121,-8.743,0.0446,119.986,4,0.261,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",A Year Ago - James Arthur (128).wav
Naked,73,233400,James Arthur,James Arthur,2019-10-18,0.084,0.525,0.61,0.0,0.0572,-6.793,0.0404,101.875,4,0.293,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Normal - Feid (128).wav
Heartbeat,65,231723,James Arthur,James Arthur,2022-12-02,0.499,0.438,0.435,0.0,0.118,-9.967,0.0442,137.247,4,0.433,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Heartbeat - James Arthur (128).wav
September,63,220891,James Arthur,James Arthur,2021-06-11,0.147,0.641,0.551,0.0,0.12,-6.165,0.0532,102.912,4,0.417,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Sweet November - SZA (128).wav
Always,57,167783,James Arthur,James Arthur,2021-11-05,0.0102,0.594,0.719,1.29e-06,0.143,-6.83,0.0289,121.995,4,0.514,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Always - James Arthur (128).wav
Sky Walker (feat. Travis Scott),75,259333,Miguel,"Miguel,Travis Scott",2017-12-01,0.173,0.674,0.506,0.0,0.0866,-10.532,0.0434,145.965,4,0.183,Miguel,76,4834768,"['r&b', 'urban contemporary']",Sky Walker (feat. Travis Scott) - Miguel Travis Scott (128).wav
Come Through and Chill (feat. J. Cole & Salaam Remi),70,322000,Miguel,"Miguel,J. Cole,Salaam Remi",2017-12-01,0.158,0.461,0.653,0.0,0.197,-8.617,0.327,81.628,1,0.588,Miguel,76,4834768,"['r&b', 'urban contemporary']",Come Through and Chill (feat. J. Cole Salaam Remi) - Miguel.wav
How Many Drinks?,61,272947,Miguel,Miguel,2012,0.00311,0.379,0.608,0.000614,0.251,-7.011,0.134,81.734,4,0.241,Miguel,76,4834768,"['r&b', 'urban contemporary']",How Many Drinks - Miguel (128).wav
Vixen,64,181533,Miguel,Miguel,2010-11-26,0.392,0.427,0.499,0.0,0.389,-6.213,0.0601,82.523,4,0.338,Miguel,76,4834768,"['r&b', 'urban contemporary']",Vixen - Miguel (128).wav
Remember Me (Dúo),63,164453,Miguel,"Miguel,Natalia Lafourcade",2017-11-10,0.415,0.611,0.553,0.0,0.497,-6.681,0.0328,84.996,4,0.573,Miguel,76,4834768,"['r&b', 'urban contemporary']",Remember Me (Dúo) - Miguel Natalia Lafourcade (128).wav
Love Me Like You Do,76,253520,Ellie Goulding,Ellie Goulding,2018-02-09,0.27,0.489,0.597,0.0,0.105,-6.633,0.0292,95.012,4,0.324,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Love Me Like You Do - Ellie Goulding (128).wav
Your Song - Bonus Track,69,191827,Ellie Goulding,Ellie Goulding,2010-01-01,0.941,0.547,0.197,0.000756,0.144,-12.002,0.0303,133.85,4,0.402,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Your Song (Bonus Track) - Ellie Goulding (128).wav
Lights - Sped Up Version,74,190054,Ellie Goulding,"Ellie Goulding,Speed Radio",2022-07-01,0.0452,0.653,0.836,0.299,0.1,-5.626,0.0457,133.182,4,0.804,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Lights (Sped Up Version) - Ellie Goulding Speed Radio (128).wav
Lights - Single Version,69,210853,Ellie Goulding,Ellie Goulding,2010-01-01,0.0297,0.682,0.795,0.0391,0.131,-6.17,0.0367,120.008,4,0.78,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Lights (Single Version) - Ellie Goulding (128).wav
Vincent,59,223560,Ellie Goulding,Ellie Goulding,2018-02-14,0.922,0.538,0.217,1.85e-06,0.169,-10.44,0.0374,105.912,4,0.461,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Vincent - Ellie Goulding (128).wav
Stargazing,75,217027,The Neighbourhood,The Neighbourhood,2020-12-11,0.00304,0.512,0.483,0.0011,0.12,-7.798,0.0298,160.009,4,0.367,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Stargazing - The Neighbourhood (128).wav
Flawless,74,246493,The Neighbourhood,The Neighbourhood,2013-04-19,0.0553,0.568,0.871,0.51,0.303,-3.453,0.0308,119.99,4,0.374,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Flawless - The Neighbourhood (128).wav
Nervous,78,245000,The Neighbourhood,The Neighbourhood,2018-11-02,0.0213,0.589,0.614,0.165,0.31,-7.528,0.0426,119.837,4,0.318,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Nervous - The Neighbourhood (128).wav
A Little Death,71,209707,The Neighbourhood,The Neighbourhood,2012-12-18,0.0026,0.53,0.763,1.86e-06,0.105,-4.712,0.0332,88.013,4,0.338,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",A Little Death - The Neighbourhood (128).wav
Cherry Flavoured,68,208453,The Neighbourhood,The Neighbourhood,2020-09-25,0.23,0.617,0.574,0.0105,0.0983,-9.768,0.0276,91.769,4,0.396,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Cherry Flavoured - The Neighbourhood (128).wav
R.I.P. 2 My Youth,69,205280,The Neighbourhood,The Neighbourhood,2015-10-30,0.00216,0.353,0.686,0.0,0.123,-5.704,0.0534,94.47,4,0.177,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",R.I.P. 2 My Youth - The Neighbourhood (128).wav
Teenage Mind,74,155205,Tate McRae,Tate McRae,2018-08-17,0.756,0.671,0.335,1.85e-06,0.109,-9.719,0.0605,119.369,4,0.115,Tate McRae,81,3932373,"['alt z', 'pop']",Teenage Mind - Tate McRae (128).wav
uh oh,72,169722,Tate McRae,Tate McRae,2022-09-30,0.257,0.625,0.604,2.06e-05,0.129,-7.415,0.339,174.089,4,0.372,Tate McRae,81,3932373,"['alt z', 'pop']",uh oh - Tate McRae (128).wav
rubberband,69,147713,Tate McRae,Tate McRae,2021-01-20,0.32,0.64,0.593,0.0,0.104,-6.068,0.0431,155.08,4,0.432,Tate McRae,81,3932373,"['alt z', 'pop']",rubberband - Tate McRae (128).wav
lie to me,65,177440,Tate McRae,"Tate McRae,Ali Gatie",2020-10-14,0.0151,0.642,0.392,0.0,0.352,-7.846,0.0372,138.065,4,0.0479,Tate McRae,81,3932373,"['alt z', 'pop']",Yet To Come - BTS (128).wav
what would you do?,68,166947,Tate McRae,Tate McRae,2022-05-27,0.288,0.79,0.613,0.0,0.0912,-5.911,0.0698,105.02,4,0.729,Tate McRae,81,3932373,"['alt z', 'pop']",what would you do - Tate McRae (128).wav
Take You Dancing,77,190306,Jason Derulo,Jason Derulo,2020-07-22,0.0332,0.789,0.711,0.0,0.0876,-4.248,0.041,112.985,4,0.753,Jason Derulo,76,11927147,"['dance pop', 'pop']",Take You Dancing - Jason Derülo (128).wav
When Love Sucks (feat. Dido),74,169646,Jason Derulo,"Jason Derulo,Dido",2023-05-18,0.0172,0.493,0.701,0.0,0.109,-6.741,0.116,97.786,4,0.632,Jason Derulo,76,11927147,"['dance pop', 'pop']",When Love Sucks (feat. Dido) - Jason Derulo Dido (128).wav
Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216409,Jason Derulo,"Jason Derulo,Nicki Minaj,Ty Dolla $ign",2017-02-23,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,98.064,4,0.782,Jason Derulo,76,11927147,"['dance pop', 'pop']",Swalla_feat_Nicki_Minaj_Ty_Dolla_$ign_Jason_Derulo_Ni.wav
Love Not War (The Tampa Beat),69,192921,Jason Derulo,"Jason Derulo,Nuka",2020-11-20,0.105,0.738,0.85,0.0,0.23,-3.049,0.0642,98.013,4,0.865,Jason Derulo,76,11927147,"['dance pop', 'pop']",Love Not War (The Tampa Beat) - Jason Derulo Nuka (128).wav
Slow Low,66,184365,Jason Derulo,Jason Derulo,2023-06-08,0.0492,0.423,0.8,2.1e-05,0.621,-4.601,0.0916,183.713,4,0.483,Jason Derulo,76,11927147,"['dance pop', 'pop']",Slow Low - Jason Derülo (128).wav
It Girl,71,192200,Jason Derulo,Jason Derulo,2011-09-16,0.0165,0.668,0.718,0.0,0.104,-4.736,0.0605,91.993,4,0.345,Jason Derulo,76,11927147,"['dance pop', 'pop']",It Girl - Jason Derülo (128).wav
Fireball (feat. John Ryan),77,236200,Pitbull,"Pitbull,John Ryan",2014-11-21,0.0908,0.761,0.933,8.53e-05,0.0607,-5.38,0.056,122.959,4,0.836,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Fireball (feat. John Ryan) - Pitbull John Ryan (128).wav
Hey Baby (Drop It to the Floor) (feat. T-Pain),78,234453,Pitbull,"Pitbull,T-Pain",2011-06-17,0.0434,0.595,0.912,0.0,0.259,-3.428,0.0884,128.024,4,0.762,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Hey Baby (Drop It to the Floor) (feat. T-Pain) - Pitbull T-.wav
Hotel Room Service,75,237640,Pitbull,Pitbull,2009-08-31,0.00705,0.851,0.629,0.000372,0.0746,-8.385,0.175,125.984,4,0.789,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Hotel Room Service - Pitbull (128).wav
Rabiosa (feat. Pitbull),71,170600,Shakira,"Shakira,Pitbull",2010-10-19,0.062,0.834,0.823,0.0,0.185,-4.918,0.114,133.039,4,0.763,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Rabiosa (feat. Pitbull) - Shakira Pitbull (128).wav
I Know You Want Me (Calle Ocho),73,237120,Pitbull,Pitbull,2009-08-27,0.0152,0.817,0.733,4.31e-05,0.107,-6.009,0.145,127.056,4,0.833,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",I Know You Want Me (Calle Ocho) - Pitbull (128).wav
El Taxi,67,249800,Pitbull,"Pitbull,Sensato,Osmani Garcia ""La Voz""",2015-07-17,0.12,0.869,0.691,0.0,0.102,-6.872,0.192,95.019,4,0.875,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Delicate - Taylor Swift (128).wav
Circus,80,192360,Britney Spears,Britney Spears,2008-12-02,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,4,0.761,Britney Spears,78,13099866,"['dance pop', 'pop']",Circus - Britney Spears (128).wav
Sometimes,73,245067,Britney Spears,Britney Spears,1999-01-12,0.42,0.745,0.742,0.0,0.102,-5.693,0.0259,95.996,4,0.806,Britney Spears,78,13099866,"['dance pop', 'pop']",Sometimes - Britney Spears (128).wav
Womanizer,80,224400,Britney Spears,Britney Spears,2008-12-02,0.073,0.724,0.695,0.0,0.0889,-5.226,0.0622,139.0,4,0.235,Britney Spears,78,13099866,"['dance pop', 'pop']",Woman - Rema (128).wav
Criminal,74,225080,Britney Spears,Britney Spears,2011-03-28,0.0485,0.696,0.734,0.0,0.183,-5.294,0.0298,107.987,4,0.711,Britney Spears,78,13099866,"['dance pop', 'pop']",California Dreamin - Sia (128).wav
I'm a Slave 4 U,73,203600,Britney Spears,Britney Spears,2001-10-31,0.415,0.847,0.843,0.000134,0.107,-3.579,0.106,110.027,4,0.963,Britney Spears,78,13099866,"['dance pop', 'pop']",I m a Slave 4 U - Britney Spears (128).wav
If U Seek Amy,74,216520,Britney Spears,Britney Spears,2008-12-02,0.0192,0.717,0.587,0.0,0.0523,-7.296,0.0339,129.954,4,0.544,Britney Spears,78,13099866,"['dance pop', 'pop']",If U Seek Amy - Britney Spears (128).wav
Million Dollar Baby,67,184295,Ava Max,Ava Max,2022-09-01,0.0367,0.667,0.858,1.47e-05,0.325,-2.268,0.0926,133.039,4,0.641,Ava Max,76,6150536,['pop'],Million Dollar Baby - Ava Max (128).wav
Maybe You’re The Problem,70,190319,Ava Max,Ava Max,2022-04-28,0.0453,0.53,0.835,0.0,0.0637,-3.69,0.11,166.02,4,0.471,Ava Max,76,6150536,['pop'],Maybe You re The Problem - Ava Max (128).wav
Not Your Barbie Girl,72,186520,Ava Max,Ava Max,2018-08-13,0.103,0.745,0.642,0.0,0.0335,-4.138,0.0506,120.063,4,0.35,Ava Max,76,6150536,['pop'],Not Your Barbie Girl - Ava Max (128).wav
Weapons,65,151592,Ava Max,Ava Max,2023-01-27,0.0189,0.506,0.846,0.0,0.0835,-3.705,0.0497,169.813,4,0.268,Ava Max,76,6150536,['pop'],Weapons - Ava Max (128).wav
Let It Be Me (feat. Ava Max),62,172933,David Guetta,"David Guetta,Ava Max",2018-09-14,0.128,0.743,0.529,0.0,0.181,-6.187,0.0505,102.048,4,0.438,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Let It Be Me (feat. Ava Max) - David Guetta Ava Max (128).wav
One Of Us,65,178010,Ava Max,Ava Max,2023-01-27,0.014,0.626,0.842,0.0,0.235,-3.827,0.0357,145.03,4,0.55,Ava Max,76,6150536,['pop'],One Of Us - Ava Max (128).wav
Cocoon - Martin Garrix & Space Ducks Remix,60,202205,070 Shake,"070 Shake,Martin Garrix,Space Ducks",2023-02-10,0.0031,0.864,0.452,0.293,0.111,-7.896,0.0676,127.002,4,0.223,070 Shake,69,494115,['new jersey rap'],Cocoon_Martin_Garrix_Space_Ducks_Remix_070_Shake_Martin_Ga.wav
Morrow,55,246627,070 Shake,070 Shake,2020-01-17,0.0566,0.742,0.666,0.0182,0.15,-6.832,0.0353,100.049,4,0.194,070 Shake,69,494115,['new jersey rap'],Morrow - 070 Shake (128).wav
Skin and Bones,53,214158,070 Shake,070 Shake,2022-06-03,0.0439,0.613,0.633,0.0,0.0839,-6.494,0.0292,115.98,4,0.334,070 Shake,69,494115,['new jersey rap'],Skin and Bones - 070 Shake (128).wav
Glitter,55,256480,070 Shake,070 Shake,2018-03-23,0.557,0.672,0.622,3.48e-06,0.0959,-10.108,0.143,108.052,4,0.375,070 Shake,69,494115,['new jersey rap'],6. 070 Shake - Glitter (128).wav
Under The Moon,53,207213,070 Shake,070 Shake,2020-01-17,0.025,0.761,0.615,0.000642,0.544,-6.221,0.0399,95.093,4,0.194,070 Shake,69,494115,['new jersey rap'],Under The Moon - 070 Shake (128).wav
Web,45,126151,070 Shake,070 Shake,2022-06-03,0.557,0.351,0.457,0.0,0.167,-7.456,0.0345,104.253,4,0.164,070 Shake,69,494115,['new jersey rap'],Web - 070 Shake (128).wav
Piensan,79,173452,Myke Towers,Myke Towers,2020-01-24,0.538,0.677,0.722,0.0,0.11,-4.443,0.0626,172.0,4,0.786,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Piensan - Myke Towers Haze (128).wav
Girl,77,186427,Myke Towers,Myke Towers,2020-01-24,0.0325,0.733,0.708,0.000327,0.324,-4.957,0.0937,93.021,4,0.694,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Girl - Myke Towers (128).wav
Bandido,76,232853,Myke Towers,"Myke Towers,Juhn",2020-12-10,0.122,0.713,0.617,0.0,0.0962,-4.637,0.0887,168.021,4,0.682,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Stan - Eminem Dido (128).wav
Diosa,75,214013,Myke Towers,Myke Towers,2020-01-24,0.398,0.801,0.745,0.00603,0.153,-3.733,0.063,104.965,4,0.245,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Diamonds - Rihanna (128).wav
Bajo El Sol,72,185312,Myke Towers,Myke Towers,2023-08-25,0.227,0.745,0.59,0.0,0.108,-3.278,0.0966,95.978,4,0.263,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Bajo El Sol - Myke Towers (128).wav
Forget Me,81,203667,Lewis Capaldi,Lewis Capaldi,2023-05-19,0.318,0.664,0.76,0.0,0.34,-3.769,0.0448,101.987,4,0.7,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Nobody Gets Me - SZA (128).wav
