name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Slide Away,72,233654,Miley Cyrus,Miley Cyrus,2019-05-31,0.173,0.534,0.538,2.82e-06,5,0.248,-6.673,1,0.0327,148.016,4,0.289,Miley Cyrus,82,22491587,['pop'],Slide Away - Miley Cyrus (128).wav
Slime You Out (feat. SZA),84,310491,SZA,"Drake, SZA",2023-10-06,0.508,0.483,0.408,0.0,5,0.259,-9.243,0,0.0502,88.88,3,0.105,SZA,87,15504565,"['pop', 'r&b', 'rap']",Slime You Out - Drake SZA (128).wav
Slow Low,66,184365,Jason Derulo,Jason Derulo,2023-06-08,0.0492,0.423,0.8,2.1e-05,6,0.621,-4.601,0,0.0916,183.713,4,0.483,Jason Derulo,76,11927147,"['dance pop', 'pop']",Slow Low - Jason Derülo (128).wav
Smash My Heart,67,170707,Robin Schulz,Robin Schulz,2023-07-14,0.0165,0.544,0.711,0.000763,6,0.247,-6.116,0,0.0867,130.221,4,0.309,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Smash My Heart - Robin Schulz (128).wav
Smokin Out The Window,77,197443,Bruno Mars,"Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-11,0.0558,0.627,0.618,0.0,2,0.351,-8.529,1,0.0437,82.03,4,0.848,Bruno Mars,86,51858271,"['dance pop', 'pop']",Smokin Out the Window - Anderson .Paak Bruno Mars Silk Son.wav
Smooth Criminal - 2012 Remaster,79,257760,Michael Jackson,Michael Jackson,2012-09-18,0.247,0.853,0.981,0.468,8,0.306,-3.947,1,0.0751,118.193,4,0.595,Michael Jackson,80,29172879,"['r&b', 'soul']",Smooth Criminal (2012 Remaster) - Michael Jackson (128).wav
Smooth Criminal - 2012 Remaster,75,257760,Michael Jackson,Michael Jackson,1987-08-31,0.247,0.853,0.981,0.468,8,0.306,-3.947,1,0.0751,118.193,4,0.595,Michael Jackson,80,29172879,"['r&b', 'soul']",Smooth Criminal (2012 Remaster) - Michael Jackson (128).wav
NO,79,213507,Meghan Trainor,Meghan Trainor,2017-05-12,0.0124,0.557,0.803,1.61e-06,1,0.737,-3.599,0,0.213,92.134,4,0.657,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Snooze - SZA (128).wav
Snooze,92,201800,SZA,SZA,2022-12-09,0.141,0.559,0.551,0.0,5,0.11,-7.231,1,0.132,143.008,4,0.392,SZA,87,15504565,"['pop', 'r&b', 'rap']",Snooze - SZA (128).wav
Snooze (Acoustic) (feat. Justin Bieber),81,190465,SZA,"SZA,Justin Bieber",2023-09-15,0.911,0.462,0.331,0.0,9,0.15,-8.794,0,0.0432,141.364,3,0.604,SZA,87,15504565,"['pop', 'r&b', 'rap']",Snooze_Acoustic_feat_Justin_Bieber_SZA_Justin_Bieber_12(1).wav
"Snow Tha Product: Bzrp Music Sessions, Vol. 39",69,177443,Bizarrap,"Bizarrap,Snow Tha Product",2021-04-28,0.352,0.829,0.748,0.0,8,0.0992,-5.361,1,0.176,133.029,4,0.529,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","Snow_Tha_Product_Bzrp_Music_Sessions,_Vol_39_Bizarrap_Snow_T.wav"
Softcore,87,206280,The Neighbourhood,The Neighbourhood,2018-11-02,0.0484,0.575,0.568,0.000417,9,0.286,-5.509,0,0.03,93.986,4,0.37,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Solo - Future (128).wav
Solo,84,265996,Future,Future,2017-07-27,0.0538,0.784,0.486,0.497,5,0.101,-6.497,0,0.0475,110.964,4,0.0894,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Solo - Future (128).wav
Someone You Loved - Madism Radio Mix,65,157172,Lewis Capaldi,"Lewis Capaldi,Madism",2019-02-15,0.519,0.713,0.638,0.0,1,0.184,-4.666,1,0.0424,119.842,4,0.365,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Someone You Loved (Madism Radio Mix) - Lewis Capaldi (128).wav
Someone You Loved,91,182161,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.751,0.501,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Someone You Loved - Lewis Capaldi (128).wav
Something Just Like This,88,247160,Coldplay,"The Chainsmokers, Coldplay",2017-04-07,0.0498,0.617,0.635,1.44e-05,11,0.164,-6.769,0,0.0317,103.019,4,0.446,Coldplay,85,47803752,"['permanent wave', 'pop']",Something Just Like This - Coldplay The Chainsmokers (128).wav
Single Soon,88,171655,Selena Gomez,Selena Gomez,2023-08-25,0.00863,0.61,0.571,0.0,2,0.131,-5.649,1,0.0782,105.01,4,0.747,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",Something Real - Post Malone (128).wav
Something Real,75,205288,Post Malone,Post Malone,2023-07-28,0.000227,0.445,0.797,0.0,11,0.363,-5.086,0,0.0434,135.483,4,0.267,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",Something Real - Post Malone (128).wav
Something To Hold On To (feat. Clementine Douglas),67,175748,David Guetta,"David Guetta,MORTEN,Clementine Douglas",2023-07-28,0.0655,0.563,0.875,1.71e-05,8,0.11,-3.517,1,0.0657,126.92,4,0.414,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Something To Hold On To - David Guetta MORTEN (128).wav
Sometimes,73,245067,Britney Spears,Britney Spears,1999-01-12,0.42,0.745,0.742,0.0,10,0.102,-5.693,1,0.0259,95.996,4,0.806,Britney Spears,78,13099866,"['dance pop', 'pop']",Sometimes - Britney Spears (128).wav
Somewhere I Belong,77,213933,Linkin Park,Linkin Park,2003-03-24,0.00038,0.451,0.951,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,0.442,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Somewhere I Belong - Linkin Park (128).wav
So What,80,215160,P!nk,P!nk,2008-10-24,0.000334,0.534,0.87,0.0,11,0.241,-3.078,0,0.0425,126.019,4,0.462,P!nk,78,16006100,"['dance pop', 'pop']",Sorry - Halsey (128).wav
Sorry,74,220541,Halsey,Halsey,2017-06-02,0.913,0.513,0.25,0.0,5,0.117,-9.376,0,0.0367,74.103,4,0.351,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Sorry - Halsey (128).wav
"Soweto (with Don Toliver, Rema & Tempoe)",78,219500,Rema,"Victony, Rema, Tempoe, Don Toliver",2023-03-22,0.0541,0.719,0.756,0.0,5,0.109,-5.392,0,0.0761,105.024,4,0.647,Rema,76,3401997,"['afrobeats', 'nigerian pop']","Soweto_with_Don_Toliver,_Rema_and_Tempoe_Victony_Rema_Don.wav"
Paris,77,221507,The Chainsmokers,The Chainsmokers,2017-04-07,0.0215,0.653,0.658,1.66e-06,2,0.0939,-6.428,1,0.0304,99.99,4,0.219,The Chainsmokers,77,20390037,['pop'],Sparks - Coldplay (128).wav
Sparks,88,227093,Coldplay,Coldplay,2000-07-10,0.748,0.371,0.268,0.0517,1,0.104,-10.506,1,0.0281,102.617,3,0.165,Coldplay,85,47803752,"['permanent wave', 'pop']",Sparks - Coldplay (128).wav
Starboy,94,230453,The Weeknd,"The Weeknd, Daft Punk",2016-11-25,0.141,0.679,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",Sparks - Coldplay (128).wav
Spin Bout U,84,214589,Drake,"Drake,21 Savage",2022-11-04,0.01,0.773,0.701,0.0,7,0.163,-6.386,1,0.0512,129.963,4,0.203,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Spin Bout U - Drake 21 Savage (128).wav
Bandido,76,232853,Myke Towers,"Myke Towers,Juhn",2020-12-10,0.122,0.713,0.617,0.0,8,0.0962,-4.637,1,0.0887,168.021,4,0.682,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Stan - Eminem Dido (128).wav
Tempo,78,108976,Marshmello,"Marshmello,Young Miko",2023-08-17,0.148,0.899,0.668,0.00141,9,0.102,-4.363,1,0.0549,129.058,4,0.741,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Stan - Eminem Dido (128).wav
STAR WALKIN' (League of Legends Worlds Anthem),80,210576,Lil Nas X,Lil Nas X,2022-09-22,0.148,0.637,0.715,0.0,2,0.0892,-4.971,0,0.0455,141.872,4,0.308,Lil Nas X,74,12476410,['lgbtq+ hip hop'],STAR_WALKIN_League_of_Legends_Worlds_Anthem_Lil_Nas_X_128.wav
Stargazing,75,217027,The Neighbourhood,The Neighbourhood,2020-12-11,0.00304,0.512,0.483,0.0011,0,0.12,-7.798,1,0.0298,160.009,4,0.367,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Stargazing - The Neighbourhood (128).wav
Starships,77,210627,Nicki Minaj,Nicki Minaj,2011-01-01,0.135,0.747,0.716,0.0,11,0.251,-2.457,0,0.075,125.008,4,0.751,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Starships - Nicki Minaj (128).wav
Stay High,75,168685,Juice WRLD,Juice WRLD,2020-07-10,0.439,0.745,0.5,0.0,8,0.0943,-6.184,1,0.135,76.968,4,0.433,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Stay High - Juice WRLD (128).wav
Stay With Me,86,172724,Sam Smith,Sam Smith,2014-05-26,0.588,0.418,0.42,6.39e-05,0,0.11,-6.444,1,0.0414,84.094,4,0.184,Sam Smith,82,23263331,"['pop', 'uk pop']",Stay With Me - Sam Smith (128).wav
Stitches,78,206880,Shawn Mendes,Shawn Mendes,2015-04-14,0.0151,0.752,0.754,0.0,1,0.0486,-6.684,1,0.0615,149.789,4,0.755,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Stitches - Shawn Mendes (128).wav
Stop The World I Wanna Get Off With You,74,191040,Arctic Monkeys,Arctic Monkeys,2013-09-02,0.0537,0.661,0.73,3.44e-05,6,0.14,-6.779,0,0.0574,95.027,4,0.53,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Stop The World I Wanna Get Off With You - Arctic Monkeys (12.wav
Story of My Life,85,245493,One Direction,One Direction,2013-11-25,0.225,0.6,0.663,0.0,3,0.119,-5.802,1,0.0477,121.07,4,0.286,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Story of My Life - One Direction (128).wav
Streets,84,226987,Doja Cat,Doja Cat,2019-11-07,0.21,0.749,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,Doja Cat,87,27056797,"['dance pop', 'pop']",Streets - Doja Cat (128).wav
Stupid Love,33,193531,Lady Gaga,Lady Gaga,2020-02-28,0.00146,0.676,0.815,0.00041,8,0.275,-4.294,1,0.0625,117.973,4,0.796,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Stupid Love - Lady Gaga (128).wav
Style,83,231000,Taylor Swift,Taylor Swift,2014-10-27,0.00253,0.598,0.786,0.0016,2,0.117,-5.572,1,0.0383,95.019,4,0.456,Taylor Swift,100,91129614,['pop'],Style - Taylor Swift (128).wav
Suburban Legends (Taylor's Version) (From The Vault),88,171819,Taylor Swift,Taylor Swift,2023-10-26,0.198,0.699,0.621,0.0,0,0.104,-8.739,1,0.0369,118.048,4,0.344,Taylor Swift,100,91129614,['pop'],Suburban_Legends_Taylor_s_Version_From_The_Vault_Taylor_Sw.wav
Sugar (feat. Francesco Yates),82,219043,Robin Schulz,"Robin Schulz, Francesco Yates",2015-09-25,0.0185,0.636,0.815,0.0,5,0.163,-5.098,0,0.0581,123.063,4,0.636,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Sugar (feat. Francesco Yates) - Robin Schulz Francesco Yate.wav
Sugar,83,235493,Maroon 5,Maroon 5,2014-09-02,0.0591,0.748,0.788,0.0,1,0.0863,-7.055,1,0.0334,120.076,4,0.884,Maroon 5,82,41534296,['pop'],Sugar - Maroon 5 (128).wav
Superman,87,350320,Eminem,"Eminem, Dina Rae",2002-05-26,0.0215,0.802,0.755,0.0,4,0.295,-3.138,0,0.0564,130.027,4,0.58,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",Sugar - Maroon 5 (128).wav
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,77,214912,Lana Del Rey,"Lana Del Rey,Cedric Gervais",2013-02-01,0.0157,0.572,0.81,6.53e-06,1,0.13,-5.791,0,0.0558,126.052,4,0.11,Lana Del Rey,88,29276034,"['art pop', 'pop']",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Lana.wav
Summertime Sadness,79,264773,Lana Del Rey,Lana Del Rey,2012-01-01,0.0477,0.566,0.647,0.0,1,0.121,-6.815,0,0.0335,111.96,4,0.22,Lana Del Rey,88,29276034,"['art pop', 'pop']",Summertime Sadness - Lana Del Rey (128).wav
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,73,179960,Robin Schulz,"Robin Schulz, Jasmine Thompson",2014-09-16,0.0969,0.548,0.723,1.28e-05,6,0.337,-6.002,1,0.0375,125.088,4,0.499,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Sun Goes Down (feat. Jasmine Thompson) (Radio Mix) - Robin S.wav
Sunday Morning,78,244880,Maroon 5,Maroon 5,2002,0.0913,0.608,0.768,0.0,0,0.0629,-5.227,1,0.0475,88.059,4,0.809,Maroon 5,82,41534296,['pop'],Sunday Morning - Maroon 5 (128).wav
Sunday Morning - Acoustic,65,254853,Maroon 5,Maroon 5,2004,0.57,0.55,0.667,0.0,7,0.705,-8.613,1,0.0776,82.767,4,0.763,Maroon 5,82,41534296,['pop'],Sunday Morning - Maroon 5 (128).wav
Sunflower - Spider-Man: Into the Spider-Verse,87,158040,Post Malone,"Post Malone,Swae Lee",2018-12-14,0.556,0.76,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",Sunflower (Spider-Man Into the Spider-Verse) - Post Malone.wav
Sunflower - Spider-Man: Into the Spider-Verse,86,157560,Post Malone,"Post Malone, Swae Lee",2019-09-06,0.533,0.755,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",Sunflower (Spider-Man Into the Spider-Verse) - Post Malone.wav
Sunshine,81,163855,OneRepublic,OneRepublic,2021-11-10,0.137,0.697,0.875,0.0,5,0.28,-4.621,1,0.034,140.069,4,0.774,OneRepublic,80,16390313,"['piano rock', 'pop']",Sunshine - OneRepublic (128).wav
Super Bass,83,200013,Nicki Minaj,Nicki Minaj,2010-11-22,0.271,0.723,0.86,4.56e-06,11,0.598,-4.357,1,0.203,126.979,4,0.667,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Super Bass - Nicki Minaj (128).wav
Superhero (Heroes & Villains) [with Future & Chris Brown],87,182667,Chris Brown,"Metro Boomin, Future, Chris Brown",2022-12-02,0.152,0.526,0.606,2.36e-06,5,0.194,-5.3,0,0.259,116.622,4,0.492,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",Superhero_Heroes_Villains_Metro_Boomin_Future_Chris_Brown.wav
Sure Thing,90,195373,Miguel,Miguel,2010-11-26,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,4,0.498,Miguel,76,4834768,"['r&b', 'urban contemporary']",Sure Thing - Miguel (128).wav
Sure Thing - Sped Up,78,150054,Miguel,Miguel,2023-01-27,0.0812,0.753,0.458,0.00413,4,0.209,-12.52,0,0.123,105.057,4,0.662,Miguel,76,4834768,"['r&b', 'urban contemporary']",Sure Thing - Miguel (128).wav
Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216409,Jason Derulo,"Jason Derulo,Nicki Minaj,Ty Dolla $ign",2017-02-23,0.075,0.696,0.817,0.0,1,0.187,-3.862,1,0.109,98.064,4,0.782,Jason Derulo,76,11927147,"['dance pop', 'pop']",Swalla_feat_Nicki_Minaj_Ty_Dolla_$ign_Jason_Derulo_Ni.wav
Sweater Weather,93,240400,The Neighbourhood,The Neighbourhood,2013-04-19,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Sweater Weather - The Neighbourhood (128).wav
Sweet but Psycho,87,187436,Ava Max,Ava Max,2020-09-18,0.0684,0.72,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,4,0.62,Ava Max,76,6150536,['pop'],Sweet but Psycho - Ava Max (128).wav
Seasons,58,203427,Bebe Rexha,"Bebe Rexha,Dolly Parton",2023-04-27,0.475,0.638,0.411,0.000167,4,0.101,-8.046,0,0.0283,93.969,4,0.512,Bebe Rexha,77,8608960,"['dance pop', 'pop']",Sweet Dreams - Beyoncé (128).wav
Sweet Dreams,68,207480,Beyoncé,Beyoncé,2008,0.0995,0.693,0.822,1.73e-05,1,0.061,-6.01,1,0.102,121.969,4,0.765,Beyoncé,83,36174736,"['pop', 'r&b']",Sweet Dreams - Beyoncé (128).wav
Sweet Nothing (feat. Florence Welch),76,212560,Calvin Harris,"Calvin Harris,Florence Welch",2012-10-29,0.197,0.573,0.929,0.000112,8,0.0567,-3.942,0,0.109,127.934,4,0.582,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Sweet Nothing (feat. Florence Welch) - Calvin Harris Floren.wav
Síguelo Bailando,75,226800,Ozuna,Ozuna,2017-08-25,0.165,0.855,0.664,3.97e-05,9,0.0937,-7.11,0,0.0607,98.015,4,0.626,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Síguelo Bailando - Ozuna (128).wav
Take Care,79,277387,Drake,"Drake,Rihanna",2011-11-15,0.0267,0.629,0.515,1.22e-05,0,0.0888,-10.358,0,0.265,121.845,4,0.299,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Take Care - Drake Rihanna (128).wav
Take Two,85,229953,BTS,BTS,2023-06-09,0.0268,0.617,0.589,0.0,7,0.378,-5.978,1,0.0345,92.991,4,0.566,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Take Two - BTS (128).wav
Take You Dancing,77,190306,Jason Derulo,Jason Derulo,2020-07-22,0.0332,0.789,0.711,0.0,2,0.0876,-4.248,1,0.041,112.985,4,0.753,Jason Derulo,76,11927147,"['dance pop', 'pop']",Take You Dancing - Jason Derülo (128).wav
Taki Taki (feat. Selena Gomez & Cardi B),45,210733,Ozuna,"DJ Snake, Ozuna, Selena Gomez, Cardi B",2019-02-01,0.172,0.842,0.796,2.03e-05,8,0.062,-4.305,0,0.177,96.037,4,0.592,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Taki Taki - DJ Snake Selena Gomez Ozuna Cardi B (128).wav
TALES OF DOMINICA,64,146006,Lil Nas X,Lil Nas X,2021-09-17,0.629,0.742,0.734,0.00314,8,0.0834,-5.582,0,0.0407,114.952,4,0.541,Lil Nas X,74,12476410,['lgbtq+ hip hop'],TALES OF DOMINICA - Lil Nas X (128).wav
Talk Dirty (feat. 2 Chainz),69,177685,Jason Derulo,"Jason Derulo, 2 Chainz",2013-09-10,0.0348,0.76,0.652,0.0,6,0.307,-7.321,1,0.232,100.315,4,0.759,Jason Derulo,76,11927147,"['dance pop', 'pop']",Talk Dirty (feat. 2 Chainz) - Jason Derulo 2 Chainz (128).wav
Talking to the Moon,84,217867,Bruno Mars,Bruno Mars,2010-10-05,0.511,0.498,0.59,0.0,1,0.107,-4.721,0,0.032,145.867,4,0.0784,Bruno Mars,86,51858271,"['dance pop', 'pop']",Talking to the Moon - Bruno Mars (128).wav
Te Felicito,82,172235,Shakira,"Shakira,Rauw Alejandro",2022-04-21,0.234,0.695,0.636,0.0,5,0.081,-4.654,1,0.317,174.14,4,0.575,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Te Felicito - Shakira Rauw Alejandro (128).wav
Teenage Mind,74,155205,Tate McRae,Tate McRae,2018-08-17,0.756,0.671,0.335,1.85e-06,4,0.109,-9.719,0,0.0605,119.369,4,0.115,Tate McRae,81,3932373,"['alt z', 'pop']",Teenage Mind - Tate McRae (128).wav
TELEKINESIS (feat. SZA & Future),89,353755,SZA,"Travis Scott, SZA, Future",2023-07-28,0.575,0.458,0.535,0.0,5,0.168,-4.854,0,0.0281,82.826,4,0.216,SZA,87,15504565,"['pop', 'r&b', 'rap']",TELEKINESIS - Travis Scott (128).wav
Telephone,74,220627,Lady Gaga,"Lady Gaga,Beyoncé",2009-08-05,0.00587,0.825,0.832,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,0.713,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Telephone - Lady Gaga Beyoncé (128).wav
"thank u, next",83,207320,Ariana Grande,Ariana Grande,2019-02-08,0.229,0.717,0.653,0.0,1,0.101,-5.634,1,0.0658,106.966,4,0.412,Ariana Grande,85,94489318,['pop'],"thank u, next - Ariana Grande (128).wav"
That's Hilarious,74,144934,Charlie Puth,Charlie Puth,2022-10-07,0.739,0.713,0.442,0.0,6,0.112,-5.909,1,0.0604,108.038,4,0.546,Charlie Puth,79,21620546,"['pop', 'viral pop']",That s Hilarious - Charlie Puth (128).wav
That's What I Like,89,206693,Bruno Mars,Bruno Mars,2016-11-17,0.013,0.853,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,Bruno Mars,86,51858271,"['dance pop', 'pop']",That s What I Like - Bruno Mars (128).wav
that way,80,175027,Tate McRae,Tate McRae,2020-01-24,0.728,0.453,0.383,0.0,0,0.387,-11.015,1,0.163,105.029,4,0.333,Tate McRae,81,3932373,"['alt z', 'pop']",that way - Tate McRae (128).wav
THATS WHAT I WANT,83,143901,Lil Nas X,Lil Nas X,2021-09-17,0.00614,0.737,0.846,0.0,1,0.0486,-4.51,0,0.22,87.981,4,0.546,Lil Nas X,74,12476410,['lgbtq+ hip hop'],THATS WHAT I WANT - Lil Nas X (128).wav
The 30th,76,216448,Billie Eilish,Billie Eilish,2022-07-21,0.929,0.387,0.135,0.0,7,0.0948,-14.398,1,0.051,82.987,4,0.21,Billie Eilish,86,88246007,"['art pop', 'pop']",The 30th - Billie Eilish (128).wav
The Business,71,164000,Tiësto,Tiësto,2023-04-21,0.414,0.798,0.62,0.0192,8,0.112,-7.079,0,0.232,120.031,4,0.235,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",The Business - Tiësto (128).wav
The Days,68,278480,Avicii,Avicii,2014-01-01,0.04,0.59,0.724,4.07e-05,0,0.142,-3.278,1,0.0439,127.059,4,0.526,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",The Days - Avicii (128).wav
The Edge Of Glory,71,320547,Lady Gaga,Lady Gaga,2011-05-23,0.000323,0.583,0.768,0.0162,9,0.109,-6.477,1,0.041,127.952,4,0.357,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",The Edge Of Glory - Lady Gaga (128).wav
the grudge,87,189386,Olivia Rodrigo,Olivia Rodrigo,2023-09-08,0.916,0.548,0.307,0.0,10,0.0828,-9.214,1,0.0781,127.923,4,0.317,Olivia Rodrigo,87,29516782,['pop'],the grudge - Olivia Rodrigo (128).wav
The Lazy Song,81,189109,Bruno Mars,Bruno Mars,2010-10-05,0.3,0.794,0.711,0.0,8,0.0955,-5.124,0,0.0699,174.915,4,0.955,Bruno Mars,86,51858271,"['dance pop', 'pop']",The Lazy Song - Bruno Mars (128).wav
The Motto,73,164819,Tiësto,"Tiësto, Ava Max",2023-04-21,0.0301,0.754,0.763,2.23e-05,7,0.0901,-4.627,0,0.0435,117.953,4,0.464,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",The Motto - Tiësto Ava Max (128).wav
The Night Is Still Young,67,227560,Nicki Minaj,Nicki Minaj,2014-12-15,0.00212,0.656,0.692,0.00305,1,0.128,-6.145,0,0.0563,128.017,4,0.693,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",The Night Is Still Young - Nicki Minaj (128).wav
The Nights,88,176658,Avicii,Avicii,2014-01-01,0.0166,0.527,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",The Nights - Avicii (128).wav
The Planet,73,178156,BTS,BTS,2023-05-12,0.000482,0.665,0.848,0.0,0,0.2,-3.619,1,0.0708,119.986,4,0.687,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",The Planet - BTS (128).wav
What About Us,79,269600,P!nk,P!nk,2017-10-13,0.0281,0.491,0.588,2.01e-06,1,0.0906,-6.177,1,0.0506,113.608,4,0.193,P!nk,78,16006100,"['dance pop', 'pop']",The Planet - BTS (128).wav
The Real Slim Shady,88,284200,Eminem,Eminem,2000-05-23,0.0302,0.949,0.661,0.0,5,0.0454,-4.244,0,0.0572,104.504,4,0.76,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",The Real Slim Shady - Eminem (128).wav
There's Nothing Holdin' Me Back,88,199440,Shawn Mendes,Shawn Mendes,2017-04-20,0.38,0.866,0.813,0.0,11,0.0779,-4.063,0,0.0554,121.998,4,0.969,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",There s Nothing Holdin Me Back - Shawn Mendes (128).wav
There Will Be Blood,60,197652,Kim Petras,Kim Petras,2020-10-23,0.00125,0.563,0.879,1.76e-05,0,0.166,-4.735,0,0.0907,107.013,4,0.602,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",There Will Be Blood - Kim Petras (128).wav
Therefore I Am,75,174321,Billie Eilish,Billie Eilish,2020-11-12,0.218,0.889,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716,Billie Eilish,86,88246007,"['art pop', 'pop']",Therefore I Am - Billie Eilish (128).wav
They Don't Know About Us,77,200400,One Direction,One Direction,2012-11-12,0.126,0.514,0.727,0.0,0,0.0978,-6.131,1,0.0492,147.917,4,0.37,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",They Don t Know About Us - One Direction (128).wav
They Wanna Fuck,68,150000,Kim Petras,Kim Petras,2022-02-11,0.117,0.963,0.516,0.000125,7,0.127,-4.001,1,0.293,127.995,4,0.655,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",They Wanna Fuck - Kim Petras (128).wav
Think Of Us,71,170617,The Chainsmokers,"The Chainsmokers,GRACEY",2023-10-20,0.488,0.747,0.7,0.0,0,0.154,-6.563,1,0.0904,95.033,4,0.721,The Chainsmokers,77,20390037,['pop'],Thinking out Loud - Ed Sheeran (128).wav
